rail,pos_x,pos_y,localisation,localisation_fr,rail_work_order,mvt,designation,reference,id,work_order,work_order_unit,point_dev_manoeuvre,point,path,position_type,speed,cnt,x_j1,y_j2,z_j3,w_j4,p_j5,r_j6,e1,wrist,forearm,arm,conf_j1,conf_j4,conf_j6,UF,UT
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,station,rail,E53233044200,1,64,4,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,approach,rail,E53233044200,1,64,4,2,2,LINEAR,JOINT,250.000,100.000,24.701,25.433,-37.461,-5.516,91.909,-115.838,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,approach,rail,E53233044200,1,64,4,3,3,LINEAR,JOINT,250.000,100.000,30.607,28.005,-32.332,8.847,79.947,-114.056,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,approach,rail,E53233044200,1,64,4,4,4,LINEAR,JOINT,250.000,100.000,32.593,30.198,-28.975,36.782,68.048,-124.532,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,approach,rail,E53233044200,1,64,4,5,5,JOINT,JOINT,25.000,100.000,42.000,44.999,-5.001,36.802,-19.999,-90.002,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,approach,rail,E53233044200,1,64,4,6,6,JOINT,JOINT,25.000,100.000,46.641,57.824,-4.711,42.993,-54.764,-47.098,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,approach,rail,E53233044200,1,64,4,7,7,LINEAR,JOINT,250.000,0.000,45.756,53.775,-7.699,44.145,-51.991,-40.823,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,work,fastener,ASNA2392-3-04,179,1,1,8,8,LINEAR,CRT,100,0,230.200,2611.500,3.500,-180,0,90,2351.500,N,U,T,0,0,0,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,work,fastener,ASNA2392-3-04,177,2,2,9,9,LINEAR,CRT,100.000,0.000,206.200,2611.500,3.500,180.000,0.000,77.000,2351.500,N,U,T,0.000,0.000,0.000,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,work,fastener,ASNA2392-3-04,176,3,3,10,10,LINEAR,CRT,100.000,0.000,182.200,2611.500,3.500,180.000,0.000,77.000,2351.500,N,U,T,0.000,0.000,0.000,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,work,fastener,ASNA2392-3-04,178,4,4,11,11,LINEAR,CRT,100.000,0.000,158.200,2611.500,3.500,180.000,0.000,77.000,2351.500,N,U,T,0.000,0.000,0.000,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,work,fastener,ASNA2392-3-04,175,5,5,12,12,LINEAR,CRT,100.000,0.000,134.200,2611.500,3.500,-180.000,-1.000,56.000,2351.500,N,U,T,0.000,0.000,0.000,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,clearance,rail,E53233044200,1,64,4,7,1,LINEAR,JOINT,250.000,0.000,45.756,53.775,-7.699,44.145,-51.991,-40.823,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,clearance,rail,E53233044200,1,64,4,6,2,LINEAR,JOINT,250.000,100.000,46.641,57.824,-4.711,42.993,-54.764,-47.098,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,clearance,rail,E53233044200,1,64,4,5,3,JOINT,JOINT,25.000,100.000,42.000,44.999,-5.001,36.802,-19.999,-90.002,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,clearance,rail,E53233044200,1,64,4,4,4,JOINT,JOINT,25.000,100.000,32.593,30.198,-28.975,36.782,68.048,-124.532,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,clearance,rail,E53233044200,1,64,4,3,5,LINEAR,JOINT,250.000,100.000,30.607,28.005,-32.332,8.847,79.947,-114.056,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,clearance,rail,E53233044200,1,64,4,2,6,LINEAR,JOINT,250.000,100.000,24.701,25.433,-37.461,-5.516,91.909,-115.838,2351.500,,,,,,,3,3
1,REAR,RIGHT,REAR_RIGHT,AR_D,6,clearance,rail,E53233044200,1,64,4,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,2351.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,station,rail,E53233044200,1,62,2,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,approach,rail,E53233044200,1,62,2,2,2,LINEAR,JOINT,25.000,100.000,21.488,23.749,-32.425,-12.104,89.347,-116.215,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,approach,rail,E53233044200,1,62,2,3,3,JOINT,JOINT,25.000,100.000,26.609,27.245,-38.994,-10.655,89.422,-117.790,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,approach,rail,E53233044200,1,62,2,4,4,JOINT,JOINT,25.000,100.000,24.942,27.617,-27.260,15.637,47.887,-141.247,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,approach,rail,E53233044200,1,62,2,5,5,JOINT,JOINT,25.000,100.000,26.301,30.406,-13.285,8.679,-9.671,-138.591,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,approach,rail,E53233044200,1,62,2,6,6,LINEAR,JOINT,25.000,100.000,43.142,45.035,-13.768,46.836,-45.904,-186.998,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,approach,rail,E53233044200,1,62,2,7,7,LINEAR,JOINT,250.000,0.000,44.729,43.339,-18.454,50.942,-43.969,-209.057,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,work,fastener,ASNA2392-3-04,184,1,1,8,8,LINEAR,CRT,100.000,0.000,230.200,2584.000,3.500,180.000,0.000,-90.000,2059.500,N,U,T,0.000,0.000,0.000,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,work,fastener,ASNA2392-3-04,183,2,2,9,9,LINEAR,CRT,100.000,0.000,206.200,2584.000,3.500,-180.000,0.000,-90.000,2059.500,N,U,T,0.000,0.000,0.000,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,work,fastener,ASNA2392-3-04,182,3,3,10,10,LINEAR,CRT,100.000,0.000,182.200,2584.000,3.500,180.000,0.000,-71.000,2059.500,N,U,T,0.000,0.000,0.000,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,work,fastener,ASNA2392-3-04,181,4,4,11,11,LINEAR,CRT,100.000,0.000,158.200,2584.000,3.500,-180.000,0.000,-67.000,2059.500,N,U,T,0.000,0.000,0.000,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,work,fastener,ASNA2392-3-04,180,5,5,12,12,LINEAR,CRT,100.000,0.000,134.200,2584.000,3.500,-180.000,0.000,-47.000,2059.500,N,U,T,0.000,0.000,0.000,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,clearance,rail,E53233044200,1,62,2,7,1,LINEAR,JOINT,250.000,0.000,44.729,43.339,-18.454,50.942,-43.969,-209.057,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,clearance,rail,E53233044200,1,62,2,6,2,LINEAR,JOINT,250.000,100.000,43.142,45.035,-13.768,46.836,-45.904,-186.998,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,clearance,rail,E53233044200,1,62,2,5,3,LINEAR,JOINT,250.000,100.000,26.301,30.406,-13.285,8.679,-9.671,-138.591,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,clearance,rail,E53233044200,1,62,2,4,4,JOINT,JOINT,25.000,100.000,24.942,27.617,-27.260,15.637,47.887,-141.247,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,clearance,rail,E53233044200,1,62,2,3,5,JOINT,JOINT,25.000,100.000,26.609,27.245,-38.994,-10.655,89.422,-117.790,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,clearance,rail,E53233044200,1,62,2,2,6,LINEAR,JOINT,250.000,100.000,21.488,23.749,-32.425,-12.104,89.347,-116.215,2059.500,,,,,,,3,3
1,REAR,LEFT,REAR_LEFT,AR_G,6,clearance,rail,E53233044200,1,62,2,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,2059.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,station,rail,E53233044200,1,63,3,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,approach,rail,E53233044200,1,63,3,2,2,LINEAR,JOINT,250.000,100.000,42.134,43.475,-27.402,-9.615,80.721,-100.912,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,approach,rail,E53233044200,1,63,3,3,3,LINEAR,JOINT,250.000,100.000,50.047,40.906,-43.856,30.148,68.968,-108.392,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,approach,rail,E53233044200,1,63,3,4,4,LINEAR,JOINT,250.000,100.000,58.934,45.602,-58.512,41.627,65.789,-105.445,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,approach,rail,E53233044200,1,63,3,5,5,JOINT,JOINT,25.000,100.000,69.500,57.500,-45.201,60.001,-21.700,-110.001,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,approach,rail,E53233044200,1,63,3,6,6,JOINT,JOINT,25.000,100.000,75.547,88.413,-37.346,61.964,-57.185,-57.552,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,approach,rail,E53233044200,1,63,3,7,7,LINEAR,JOINT,250.000,0.000,73.861,78.726,-44.350,67.103,-53.015,-64.592,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,work,fastener,ASNA2392-3-04,171,1,1,8,8,LINEAR,CRT,100.000,0.000,-120.000,2611.500,3.500,-180.000,0.000,90.000,2192.500,N,U,T,0.000,0.000,0.000,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,work,fastener,ASNA2392-3-04,172,2,2,9,9,LINEAR,CRT,100.000,0.000,-96.000,2611.500,3.500,-180.000,0.000,90.000,2192.500,N,U,T,0.000,0.000,0.000,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,work,fastener,ASNA2392-3-04,173,3,3,10,10,LINEAR,CRT,100.000,0.000,-72.000,2611.500,3.500,-180.000,0.000,90.000,2192.500,N,U,T,0.000,0.000,0.000,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,work,fastener,ASNA2392-3-04,174,4,4,11,11,LINEAR,CRT,100.000,0.000,-48.000,2611.500,3.500,-180.000,0.000,90.000,2192.500,N,U,T,0.000,0.000,0.000,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,work,fastener,ASNA2392-3-05,241,5,5,12,12,LINEAR,CRT,100.000,0.000,-24.000,2611.500,5.000,-180.000,0.000,90.000,2192.500,N,U,T,0.000,0.000,0.000,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,work,fastener,ASNA2392-3-05,242,6,6,13,13,LINEAR,CRT,100.000,0.000,0.000,2611.500,5.000,-180.000,0.000,111.773,2192.500,N,U,T,0.000,0.000,0.000,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,work,fastener,ASNA2392-3-07,171,7,7,14,14,LINEAR,CRT,100.000,0.000,36.700,2611.500,5.000,-179.999,0.000,128.362,2192.500,N,U,T,0.000,0.000,0.000,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,work,fastener,ASNA2392-3-07,172,8,8,15,15,LINEAR,CRT,100.000,0.000,58.700,2611.500,5.000,-180.000,0.000,136.713,2192.500,N,U,T,0.000,0.000,0.000,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,clearance,rail,E53233044200,1,63,3,7,1,LINEAR,JOINT,250.000,0.000,73.861,78.726,-44.350,67.103,-53.015,-64.592,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,clearance,rail,E53233044200,1,63,3,6,2,LINEAR,JOINT,250.000,100.000,75.547,88.413,-37.346,61.964,-57.185,-57.552,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,clearance,rail,E53233044200,1,63,3,5,3,JOINT,JOINT,25.000,100.000,69.500,57.500,-45.201,60.001,-21.700,-110.001,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,clearance,rail,E53233044200,1,63,3,4,4,JOINT,JOINT,25.000,100.000,58.934,45.602,-58.512,41.627,65.789,-105.445,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,clearance,rail,E53233044200,1,63,3,3,5,LINEAR,JOINT,250.000,100.000,50.047,40.906,-43.856,30.148,68.968,-108.392,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,clearance,rail,E53233044200,1,63,3,2,6,LINEAR,JOINT,250.000,100.000,42.134,43.475,-27.402,-9.615,80.721,-100.912,2192.500,,,,,,,3,3
1,FRONT,RIGHT,FRONT_RIGHT,AV_D,6,clearance,rail,E53233044200,1,63,3,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,2192.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,station,rail,E53233044200,1,61,1,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,approach,rail,E53233044200,1,61,1,2,2,LINEAR,JOINT,250.000,100.000,28.055,27.868,-31.455,-12.876,88.689,-112.191,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,approach,rail,E53233044200,1,61,1,3,3,LINEAR,JOINT,250.000,100.000,42.687,41.545,-21.781,-7.421,67.357,-100.588,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,approach,rail,E53233044200,1,61,1,4,4,LINEAR,JOINT,250.000,100.000,49.306,40.009,-46.626,45.940,59.844,-114.661,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,approach,rail,E53233044200,1,61,1,5,5,LINEAR,JOINT,250.000,100.000,56.771,47.277,-88.334,33.593,91.121,-85.857,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,approach,rail,E53233044200,1,61,1,6,6,JOINT,JOINT,25.000,100.000,59.557,48.355,-96.871,-2.163,86.874,-149.971,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,approach,rail,E53233044200,1,61,1,7,7,JOINT,JOINT,25.000,100.000,68.711,59.803,-58.264,-98.099,46.134,-92.171,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,approach,rail,E53233044200,1,61,1,8,8,LINEAR,JOINT,250.000,0.000,68.990,58.214,-64.250,-92.552,45.710,-100.488,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,work,fastener,ASNA2392-3-04,167,1,1,8,8,LINEAR,CRT,100.000,0.000,-120.000,2584.000,3.500,180.000,0.000,-89.961,1951.500,F,U,T,0.000,0.000,0.000,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,work,fastener,ASNA2392-3-04,168,2,2,9,9,LINEAR,CRT,100.000,0.000,-96.000,2584.000,3.500,-180.000,0.000,-89.961,1951.500,F,U,T,0.000,0.000,0.000,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,work,fastener,ASNA2392-3-04,169,3,3,10,10,LINEAR,CRT,100.000,0.000,-72.000,2584.000,3.500,-180.000,0.000,-89.961,1951.500,F,U,T,0.000,0.000,0.000,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,work,fastener,ASNA2392-3-04,170,4,4,11,11,LINEAR,CRT,100.000,0.000,-48.000,2584.000,3.500,-180.000,0.000,-89.961,1951.500,F,U,T,0.000,0.000,0.000,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,work,fastener,ASNA2392-3-05,239,5,5,12,12,LINEAR,CRT,100.000,0.000,-24.000,2584.000,5.000,-180.000,0.000,-90.000,1951.500,F,U,T,0.000,0.000,0.000,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,work,fastener,ASNA2392-3-05,240,6,6,13,13,LINEAR,CRT,100.000,0.000,0.000,2584.000,5.000,-180.000,0.000,-90.000,1951.500,F,U,T,0.000,0.000,0.000,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,work,fastener,ASNA2392-3-07,169,7,7,14,14,LINEAR,CRT,100.000,0.000,36.700,2584.000,5.000,-180.000,0.000,-110.000,1951.500,F,U,T,0.000,0.000,0.000,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,work,fastener,ASNA2392-3-07,170,8,8,15,15,LINEAR,CRT,100.000,0.000,58.700,2584.000,5.000,-180.000,0.000,-130.500,1951.500,F,U,T,0.000,0.000,0.000,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,clearance,rail,E53233044200,1,61,1,8,1,LINEAR,JOINT,250.000,0.000,68.990,58.214,-64.250,-92.552,45.710,-100.488,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,clearance,rail,E53233044200,1,61,1,7,2,LINEAR,JOINT,250.000,100.000,68.711,59.803,-58.264,-98.099,46.134,-92.171,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,clearance,rail,E53233044200,1,61,1,6,3,JOINT,JOINT,25.000,100.000,59.557,48.355,-96.871,-2.163,86.874,-149.971,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,clearance,rail,E53233044200,1,61,1,5,4,JOINT,JOINT,25.000,100.000,56.771,47.277,-88.334,33.593,91.121,-85.857,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,clearance,rail,E53233044200,1,61,1,4,5,LINEAR,JOINT,250.000,100.000,49.306,40.009,-46.626,45.940,59.844,-114.661,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,clearance,rail,E53233044200,1,61,1,3,6,LINEAR,JOINT,250.000,100.000,42.687,41.545,-21.781,-7.421,67.357,-100.588,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,clearance,rail,E53233044200,1,61,1,2,7,LINEAR,JOINT,250.000,100.000,28.055,27.868,-31.455,-12.876,88.689,-112.191,1951.500,,,,,,,3,3
1,FRONT,LEFT,FRONT_LEFT,AV_G,6,clearance,rail,E53233044200,1,61,1,1,8,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1951.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,station,rail,E53233046200,2,54,4,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,approach,rail,E53233046200,2,54,4,2,2,LINEAR,JOINT,250.000,100.000,24.701,25.433,-37.461,-5.516,91.909,-115.838,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,approach,rail,E53233046200,2,54,4,3,3,LINEAR,JOINT,250.000,100.000,30.607,28.005,-32.332,8.847,79.947,-114.056,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,approach,rail,E53233046200,2,54,4,4,4,LINEAR,JOINT,250.000,100.000,32.593,30.198,-28.975,36.782,68.048,-124.532,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,approach,rail,E53233046200,2,54,4,5,5,JOINT,JOINT,25.000,100.000,42.000,44.999,-5.001,36.802,-19.999,-90.002,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,approach,rail,E53233046200,2,54,4,6,6,JOINT,JOINT,25.000,100.000,46.641,57.824,-4.711,42.993,-54.764,-47.098,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,approach,rail,E53233046200,2,54,4,7,7,LINEAR,JOINT,250.000,0.000,45.756,53.775,-7.699,44.145,-51.991,-40.823,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,work,fastener,ASNA2392-3-04,217,1,1,8,8,LINEAR,CRT,80.000,0.000,230.200,2084.500,3.500,-180.000,0.000,90.000,1824.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,work,fastener,ASNA2392-3-04,218,2,2,9,9,LINEAR,CRT,100.000,0.000,206.200,2084.500,3.500,180.000,0.000,77.472,1824.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,work,fastener,ASNA2392-3-04,219,3,3,10,10,LINEAR,CRT,100.000,0.000,182.200,2084.500,3.500,180.000,0.000,77.472,1824.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,work,fastener,ASNA2392-3-04,220,4,4,11,11,LINEAR,CRT,100.000,0.000,158.200,2084.500,3.500,180.000,0.000,77.472,1824.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,work,fastener,ASNA2392-3-04,221,5,5,12,12,LINEAR,CRT,100.000,0.000,134.200,2084.500,3.500,-179.514,-0.871,56.005,1824.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,clearance,rail,E53233046200,2,54,4,7,1,LINEAR,JOINT,250.000,0.000,45.756,53.775,-7.699,44.145,-51.991,-40.823,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,clearance,rail,E53233046200,2,54,4,6,2,LINEAR,JOINT,250.000,100.000,46.641,57.824,-4.711,42.993,-54.764,-47.098,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,clearance,rail,E53233046200,2,54,4,5,3,JOINT,JOINT,25.000,100.000,42.000,44.999,-5.001,36.802,-19.999,-90.002,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,clearance,rail,E53233046200,2,54,4,4,4,JOINT,JOINT,25.000,100.000,32.593,30.198,-28.975,36.782,68.048,-124.532,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,clearance,rail,E53233046200,2,54,4,3,5,LINEAR,JOINT,250.000,100.000,30.607,28.005,-32.332,8.847,79.947,-114.056,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,clearance,rail,E53233046200,2,54,4,2,6,LINEAR,JOINT,250.000,100.000,24.701,25.433,-37.461,-5.516,91.909,-115.838,1824.500,,,,,,,3,3
2,REAR,RIGHT,REAR_RIGHT,AR_D,5,clearance,rail,E53233046200,2,54,4,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1824.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,station,rail,E53233046200,2,52,2,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,approach,rail,E53233046200,2,52,2,2,2,LINEAR,JOINT,250.000,100.000,21.488,23.749,-32.425,-12.104,89.347,-116.215,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,approach,rail,E53233046200,2,52,2,3,3,JOINT,JOINT,25.000,100.000,26.609,27.245,-38.994,-10.655,89.422,-117.790,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,approach,rail,E53233046200,2,52,2,4,4,JOINT,JOINT,25.000,100.000,24.942,27.617,-27.260,15.637,47.887,-141.247,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,approach,rail,E53233046200,2,52,2,5,5,JOINT,JOINT,25.000,100.000,26.301,30.406,-13.285,8.679,-9.671,-138.591,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,approach,rail,E53233046200,2,52,2,6,6,LINEAR,JOINT,250.000,100.000,43.142,45.035,-13.768,46.836,-45.904,-186.998,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,approach,rail,E53233046200,2,52,2,7,7,LINEAR,JOINT,250.000,0.000,44.729,43.339,-18.454,50.942,-43.969,-209.057,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,work,fastener,ASNA2392-3-04,185,1,1,8,8,LINEAR,CRT,100.000,0.000,230.200,2057.000,3.500,180.000,0.000,-89.958,1532.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,work,fastener,ASNA2392-3-04,213,2,2,9,9,LINEAR,CRT,100.000,0.000,206.200,2057.000,3.500,-180.000,0.000,-89.958,1532.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,work,fastener,ASNA2392-3-04,214,3,3,10,10,LINEAR,CRT,100.000,0.000,182.200,2057.000,3.500,180.000,0.000,-71.296,1532.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,work,fastener,ASNA2392-3-04,215,4,4,11,11,LINEAR,CRT,100.000,0.000,158.200,2057.000,3.500,-180.000,0.000,-67.149,1532.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,work,fastener,ASNA2392-3-04,216,5,5,12,12,LINEAR,CRT,100.000,0.000,134.200,2057.000,3.500,-180.000,0.000,-46.630,1532.500,N,U,T,0.000,0.000,0.000,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,clearance,rail,E53233046200,2,52,2,7,1,LINEAR,JOINT,250.000,0.000,44.729,43.339,-18.454,50.942,-43.969,-209.057,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,clearance,rail,E53233046200,2,52,2,6,2,LINEAR,JOINT,250.000,100.000,43.142,45.035,-13.768,46.836,-45.904,-186.998,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,clearance,rail,E53233046200,2,52,2,5,3,LINEAR,JOINT,250.000,100.000,26.301,30.406,-13.285,8.679,-9.671,-138.591,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,clearance,rail,E53233046200,2,52,2,4,4,JOINT,JOINT,25.000,100.000,24.942,27.617,-27.260,15.637,47.887,-141.247,1532.500,,,,,,,3,3
