rail,pos_x,pos_y,localisation,localisation_fr,rail_work_order,mvt,designation,reference,id,work_order,work_order_unit,point_dev_manoeuvre,point,path,position_type,speed,cnt,x_j1,y_j2,z_j3,w_j4,p_j5,r_j6,e1,wrist,forearm,arm,conf_j1,conf_j4,conf_j6,UF,UT
6,REAR,LEFT,REAR_LEFT,AR_G,1,approach,rail,E53233043200,6,12,2,7,7,LINEAR,JOINT,250.000,0.000,-42.628,44.893,-13.156,-46.193,-45.962,-55.366,353.500,,,,,,,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,work,fastener,ASNA2392-3-04,186,1,1,8,8,LINEAR,CRT,80.000,0.000,230.200,0.000,3.500,-180.000,0.000,-90.000,353.500,N,U,T,0.000,0.000,0.000,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,work,fastener,ASNA2392-3-04,187,2,2,9,9,LINEAR,CRT,100.000,0.000,206.200,0.000,3.500,180.000,0.000,-77.472,353.500,N,U,T,0.000,0.000,0.000,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,work,fastener,ASNA2392-3-04,188,3,3,10,10,LINEAR,CRT,100.000,0.000,182.200,0.000,3.500,180.000,0.000,-77.472,353.500,N,U,T,0.000,0.000,0.000,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,work,fastener,ASNA2392-3-04,189,4,4,11,11,LINEAR,CRT,100.000,0.000,158.200,0.000,3.500,180.000,0.000,-77.472,353.500,N,U,T,0.000,0.000,0.000,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,work,fastener,ASNA2392-3-04,190,5,5,12,12,LINEAR,CRT,100.000,0.000,134.200,0.000,3.500,-180.000,0.000,-56.000,353.500,N,U,T,0.000,0.000,0.000,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,7,1,LINEAR,JOINT,250.000,0.000,-42.628,44.893,-13.156,-46.193,-45.962,-55.366,353.500,,,,,,,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,6,2,LINEAR,JOINT,250.000,100.000,-45.734,55.755,-5.513,-42.992,-53.561,-59.528,353.500,,,,,,,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,5,3,LINEAR,JOINT,250.000,100.000,-48.645,54.798,-2.059,-42.652,-58.068,-59.790,353.500,,,,,,,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,4,4,JOINT,JOINT,25.000,100.000,-40.500,33.000,-27.300,-30.001,20.001,-89.999,353.500,,,,,,,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,3,5,JOINT,JOINT,25.000,100.000,-37.775,29.030,-37.321,-9.572,81.343,-135.109,353.500,,,,,,,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,2,6,LINEAR,JOINT,250.000,100.000,-22.848,23.132,-37.634,.989,90.853,-145.373,353.500,,,,,,,3,3
6,REAR,LEFT,REAR_LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,353.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,station,rail,E53233043200,6,14,4,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,2,2,LINEAR,JOINT,250.000,100.000,-34.368,33.152,-26.492,18.937,86.581,-140.295,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,3,3,JOINT,JOINT,25.000,100.000,-33.700,35.500,-26.999,-54.500,64.700,-138.000,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,4,4,LINEAR,JOINT,250.000,100.000,-42.000,32.300,-54.399,-52.700,69.999,-140.000,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,5,5,LINEAR,JOINT,250.000,100.000,-46.970,36.832,-76.033,-45.103,82.998,-139.811,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,6,6,JOINT,JOINT,25.000,100.000,-46.531,41.460,-75.661,-52.125,36.892,-135.034,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,7,7,JOINT,JOINT,25.000,100.000,-65.000,50.000,-64.999,-59.899,-20.000,-140.001,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,8,8,JOINT,JOINT,25.000,100.000,-70.167,61.695,-60.649,-82.997,-46.554,-174.426,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,9,9,LINEAR,JOINT,250.000,0.000,-71.259,66.203,-55.433,-77.410,-48.014,-181.289,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,work,fastener,ASNA2392-3-04,237,1,1,8,8,LINEAR,CRT,100.000,0.000,-120.000,27.500,3.500,180.000,0.000,89.961,759.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,work,fastener,ASNA2392-3-04,236,2,2,9,9,LINEAR,CRT,100.000,0.000,-96.000,27.500,3.500,-180.000,0.000,89.961,759.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,work,fastener,ASNA2392-3-04,235,3,3,10,10,LINEAR,CRT,100.000,0.000,-72.000,27.500,3.500,-180.000,0.000,89.961,759.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,work,fastener,ASNA2392-3-04,234,4,4,11,11,LINEAR,CRT,100.000,0.000,-48.000,27.500,3.500,-180.000,0.000,89.961,759.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,work,fastener,ASNA2392-3-05,304,5,5,12,12,LINEAR,CRT,100.000,0.000,-24.000,27.500,5.000,-180.000,0.000,90.000,759.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,work,fastener,ASNA2392-3-05,303,6,6,13,13,LINEAR,CRT,100.000,0.000,0.000,27.500,5.000,-180.000,0.000,90.000,759.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,work,fastener,ASNA2392-3-07,301,7,7,14,14,LINEAR,CRT,100.000,0.000,36.700,27.500,5.000,-180.000,0.000,110.000,759.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,work,fastener,ASNA2392-3-07,302,8,8,15,15,LINEAR,CRT,100.000,0.000,58.700,27.500,5.000,-180.000,0.000,130.000,759.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,9,1,LINEAR,JOINT,250.000,0.000,-71.259,66.203,-55.433,-77.410,-48.014,-181.289,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,8,2,LINEAR,JOINT,250.000,100.000,-70.167,61.695,-60.649,-82.997,-46.554,-174.426,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,7,3,JOINT,JOINT,25.000,100.000,-65.000,50.000,-64.999,-59.899,-20.000,-140.001,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,6,4,JOINT,JOINT,25.000,100.000,-46.531,41.460,-75.661,-52.125,36.892,-135.034,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,5,5,JOINT,JOINT,25.000,100.000,-46.970,36.832,-76.033,-45.103,82.998,-139.811,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,4,6,LINEAR,JOINT,250.000,100.000,-42.000,32.300,-54.399,-52.700,69.999,-140.000,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,3,7,LINEAR,JOINT,250.000,100.000,-33.700,35.500,-26.999,-54.500,64.700,-138.000,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,2,8,JOINT,JOINT,25.000,100.000,-34.368,33.152,-26.492,18.937,86.581,-140.295,759.500,,,,,,,3,3
6,FRONT,RIGHT,FRONT_RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,1,9,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,759.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,station,rail,E53233043200,6,11,1,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,2,2,LINEAR,JOINT,250.000,100.000,-27.559,26.693,-35.290,5.045,89.166,-144.983,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,3,3,LINEAR,JOINT,250.000,100.000,-48.447,38.087,-38.999,.285,82.303,-144.587,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,4,4,LINEAR,JOINT,250.000,100.000,-56.800,40.600,-62.600,-37.000,68.100,-144.999,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,5,5,LINEAR,JOINT,250.000,100.000,-63.500,47.100,-54.600,-50.101,34.999,-105.000,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,6,6,JOINT,JOINT,25.000,100.000,-76.495,82.448,-39.166,-62.643,-56.998,-33.416,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,7,7,LINEAR,JOINT,250.000,100.000,-74.432,79.370,-45.350,-67.513,-53.003,-27.357,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,8,8,LINEAR,JOINT,250.000,0.000,-73.914,75.014,-50.055,-71.242,-51.018,-21.925,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,work,fastener,ASNA2392-3-04,233,1,1,8,8,LINEAR,CRT,100.000,0.000,-120.000,0.000,3.500,-180.000,0.000,-90.000,526.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,work,fastener,ASNA2392-3-04,232,2,2,9,9,LINEAR,CRT,100.000,0.000,-96.000,0.000,3.500,-180.000,0.000,-90.000,526.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,work,fastener,ASNA2392-3-04,231,3,3,10,10,LINEAR,CRT,100.000,0.000,-72.000,0.000,3.500,-180.000,0.000,-90.000,526.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,work,fastener,ASNA2392-3-04,230,4,4,11,11,LINEAR,CRT,100.000,0.000,-48.000,0.000,3.500,-180.000,0.000,-90.000,526.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,work,fastener,ASNA2392-3-05,306,5,5,12,12,LINEAR,CRT,100.000,0.000,-24.000,0.000,5.000,-180.000,0.000,-90.000,526.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,work,fastener,ASNA2392-3-05,305,6,6,13,13,LINEAR,CRT,100.000,0.000,0.000,0.000,5.000,-180.000,0.000,-111.773,526.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,work,fastener,ASNA2392-3-07,300,7,7,14,14,LINEAR,CRT,100.000,0.000,36.700,0.000,5.000,-179.999,0.000,-128.362,526.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,work,fastener,ASNA2392-3-07,299,8,8,15,15,LINEAR,CRT,100.000,0.000,58.700,0.000,5.000,-180.000,0.000,-136.713,526.500,N,U,T,0.000,0.000,0.000,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,8,1,LINEAR,JOINT,250.000,0.000,-73.914,75.014,-50.055,-71.242,-51.018,-21.925,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,7,2,LINEAR,JOINT,250.000,100.000,-74.432,79.370,-45.350,-67.513,-53.003,-27.357,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,6,3,JOINT,JOINT,25.000,100.000,-76.495,82.448,-39.166,-62.643,-56.998,-33.416,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,5,4,JOINT,JOINT,25.000,100.000,-63.500,47.100,-54.600,-50.101,34.999,-105.000,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,4,5,LINEAR,JOINT,250.000,100.000,-56.800,40.600,-62.600,-37.000,68.100,-144.999,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,3,6,LINEAR,JOINT,250.000,100.000,-48.447,38.087,-38.999,.285,82.303,-144.587,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,2,7,LINEAR,JOINT,250.000,100.000,-27.559,26.693,-35.290,5.045,89.166,-144.983,526.500,,,,,,,3,3
6,FRONT,LEFT,FRONT_LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,1,8,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,526.500,,,,,,,3,3
